"Symbol","Name","Market","Listing","Industry","Sector","Industy_code","Industy_name"
"001040","CJ","KOSPI",True,"지주회사","기타 금융업","64992","지주회사"
"011150","CJ씨푸드","KOSPI",True,"수산물(어묵,맛살)가공품 도매,원양수산업,수출입","기타 식품 제조업","10799","그 외 기타 식료품 제조업"
"012630","HDC","KOSPI",True,"토목공사,건축공사,아파트분양사업,재개발/재건축사업","건물 건설업","4111","주거용 건물 건설업"
"082740","HSD엔진","KOSPI",True,"대형선박용엔진,내연발전엔진","일반 목적용 기계 제조업","29111","내연기관 제조업"
"001390","KG케미칼","KOSPI",True,"콘크리트혼화제, 비료, 친환경농자재, 수처리제","기초 화학물질 제조업","201","기초 화학물질 제조업"
"010060","OCI","KOSPI",True,"타르제품,카본블랙,무수프탈산,농약원제,석탄화학제품,정밀화학제품,플라스틱창호재 제조,판매","기초 화학물질 제조업","20129","기타 기초 무기화학 물질 제조업"
"002360","SH에너지화학","KOSPI",True,"합성수지(PS/EPS,ABS수지) 제조","기초 화학물질 제조업","201","기초 화학물질 제조업"
"001740","SK네트웍스","KOSPI",True,"종합무역업(전자전기제품,섬유,에너지화학제품,철강금속제품),의류,수입산합판,MDF판매,정보통신사업,에너지유통사업","기타 전문 도매업","467","기타 전문 도매업"
"011810","STX","KOSPI",True,"에너지 원료(석탄,석유),산업기자재(기계부품) 도매","상품 종합 도매업","46800","상품 종합 도매업"
"071970","STX중공업","KOSPI",True,"조선기자재, 기계부품, 엔진산업환경발전설비, 플랜트(EPC)","일반 목적용 기계 제조업","29119","기타 기관 및 터빈 제조업"
"024070","WISCOM","KOSPI",True,"플라스틱제품(PVC컴파운드,ABS,PS가공) 제조,도매,임가공","플라스틱제품 제조업","22299","그 외 기타 플라스틱 제품 제조업"
"011420","갤럭시아에스엠","KOSPI",True,"스포츠중계권,스포츠마케팅,광고","스포츠 서비스업","911","스포츠 서비스업"
"267290","경동도시가스","KOSPI",True,"도시가스","연료용 가스 제조 및 배관공급업","35200","연료용 가스 제조 및 배관공급업"
"002240","고려제강","KOSPI",True,"PC강선,선재 2차제품,와이어로프,비드와이어,SC(Surpass Coat) Stand,각종선재 제조,도매","1차 철강 제조업","2411","제철, 제강 및 합금철 제조업"
"001290","골든브릿지증권","KOSPI",True,"유가증권 매매","금융 지원 서비스업","66121","증권 중개업"
"014530","극동유화","KOSPI",True,"윤활유,유동파라핀,왁스,방수용시트,아스팔트 제조/수입자동차,부품 도매/가스충전,산업설비 청소","석유 정제품 제조업","19221","윤활유 및 그리스 제조업"
"214330","금호에이치티","KOSPI",True,"자동차용 전구 및 LED모듈","자동차 신품 부품 제조업","303","자동차 신품 부품 제조업"
"013700","까뮤이앤씨","KOSPI",True,"토목공사,건축공사/부동산 임대","건물 건설업","41121","사무ㆍ상업용 및 공공기관용 건물 건설업"
"090350","노루페인트","KOSPI",True,"페인트 제조","기타 화학제품 제조업","20411","일반용 도료 및 관련제품 제조업"
"005250","녹십자홀딩스","KOSPI",True,"알부민,유로키나제,간염백신,유행성출혈열백신 제조","회사 본부 및 경영 컨설팅 서비스업","715","회사 본부 및 경영 컨설팅 서비스업"
"004130","대덕GDS","KOSPI",True,"인쇄회로기판 제조,무역대리","전자부품 제조업","2622","인쇄회로기판 및 전자부품 실장기판 제조업"
"004440","대림씨엔에스","KOSPI",True,"PHC파일, 골재, 강교제작","시멘트, 석회, 플라스터 및 그 제품 제조업","23325","콘크리트 관 및 기타 구조용 콘크리트제품 제조업"
"014160","대영포장","KOSPI",True,"골판지원단,골판지상자 제조","골판지, 종이 상자 및 종이용기 제조업","1721","골판지 및 골판지 가공제품 제조업"
"003220","대원제약","KOSPI",True,"의약품(소화제,항생제,호흡기제,해열제,호르몬제) 제조,도매","의약품 제조업","21210","완제 의약품 제조업"
"002880","대유에이텍","KOSPI",True,"자동차부품(자동차용 시트)제조","자동차 신품 부품 제조업","303","자동차 신품 부품 제조업"
"001620","동국실업","KOSPI",True,"자동차부품(에어닥트,글로벌박스,노즐,어셈블리류,핸들류) 제조,판매/공장 임대","자동차 신품 부품 제조업","303","자동차 신품 부품 제조업"
"023450","동남합성","KOSPI",True,"계면활성제,정밀화학품 제조,도매/부동산 임대","기초 화학물질 제조업","201","기초 화학물질 제조업"
"004140","동방","KOSPI",True,"육상운송,해상운송,항만화물하역,보관,창고,물류사업","도로 화물 운송업","49301","일반 화물 자동차 운송업"
"000640","동아쏘시오홀딩스","KOSPI",True,"의약품(피로회복제/박카스,병원용의약품),비의약품(의료기기,염모제,가글제) 제조,도소매/화장품 생산","기타 금융업","64992","지주회사"
"001520","동양","KOSPI",True,"레미콘/건설공사/산업용 송풍기","시멘트, 석회, 플라스터 및 그 제품 제조업","23322","레미콘 제조업"
"000400","롯데손해보험","KOSPI",True,"손해보험업","보험업","65121","손해보험업"
"023530","롯데쇼핑","KOSPI",True,"백화점(의류,식품 및 잡화),할인점 운영/전자상거래","종합 소매업","47111","백화점"
"071840","롯데하이마트","KOSPI",True,"가전제품,잡화 도소매/부동산 임대","가전제품 및 정보통신장비 소매업","47320","가전제품 소매업"
"204210","모두투어리츠","KOSPI",True,"호텔 부동산 취득, 관리, 개량 및 처분","부동산 임대 및 공급업","681","부동산 임대 및 공급업"
"009200","무림페이퍼","KOSPI",True,"지류,아트지,백상지 제조","펄프, 종이 및 판지 제조업","1712","종이 및 판지 제조업"
"033920","무학","KOSPI",True,"소주","알코올음료 제조업","11122","소주 제조업"
"085620","미래에셋생명","KOSPI",True,"생명보험상품","보험업","65110","생명보험업"
"006400","삼성SDI","KOSPI",True,"칼라브라운관,PDP,평판표시관,모니터,휴대용 디스플레이,폴리머전지(2차전지),초박형브라운관,전계발광소자 제조,판매","일차전지 및 축전지 제조업","28202","축전지 제조업"
"207940","삼성바이오로직스","KOSPI",True,"바이오의약품","기초 의약물질 및 생물학적 제제 제조업","21102","생물학적 제제 제조업"
"068290","삼성출판사","KOSPI",True,"서적 출판,인쇄,소매/부동산 임대","서적, 잡지 및 기타 인쇄물 출판업","5811","서적 출판업"
"029780","삼성카드","KOSPI",True,"신용카드업,상품신용판매,현금서비스,카드론,리스,기업대출,여행업무,통신판매","기타 금융업","64913","신용카드 및 할부 금융업"
"000810","삼성화재해상보험","KOSPI",True,"손해보험의 원수,재보험,운용자산의 투자활동","보험업","65121","손해보험업"
"005680","삼영전자공업","KOSPI",True,"전자부품(알루미늄 전해콘덴서),전기이중층콘덴서,센서 제조,도매","전자부품 제조업","26291","전자 축전기 제조업"
"003720","삼영화학공업","KOSPI",True,"합성수지(BOPP,캐파시타),PPC,랩,종이상자(카톤팩) 제조","플라스틱제품 제조업","2221","1차 플라스틱제품 제조업"
"005500","삼진제약","KOSPI",True,"의약품(게보린,세트라졸,염산나록손) 제조,판매,수출입,약초재배","의약품 제조업","21210","완제 의약품 제조업"
"007610","선도전기","KOSPI",True,"수배전반,중전기기 제조,도매/전기공사","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","28123","배전반 및 전기 자동제어반 제조업"
"136490","선진","KOSPI",True,"조제동물사료","동물용 사료 및 조제식품 제조업","1080","동물용 사료 및 조제식품 제조업"
"091090","세원셀론텍","KOSPI",True,"화학플랜트 설비,기계 제작(음식료,석유화학사업관련)/유공압기기 판매","구조용 금속제품, 탱크 및 증기발생기 제조업","251","구조용 금속제품, 탱크 및 증기발생기 제조업"
"067830","세이브존I&C","KOSPI",True,"대형할인점(백화점)/부동산 임대/주차장,문화센터 운영","종합 소매업","47111","백화점"
"019170","신풍제약","KOSPI",True,"의약품(항생제,혈전용해제,향정신성약품,구충제) 제조,판매","의약품 제조업","21210","완제 의약품 제조업"
"293940","신한알파리츠","KOSPI",True,"비거주 부동산 임대 서비스업","부동산 임대 및 공급업","6811","부동산 임대업"
"055550","신한지주","KOSPI",True,"금융지주회사","기타 금융업","64992","지주회사"
"020560","아시아나항공","KOSPI",True,"항공운송(여객운송,화물운송)/항공기 제조,정비수리","항공 여객 운송업","511","항공 여객 운송업"
"012280","영화금속","KOSPI",True,"자동차부품,건축자재(관이음쇠) 제조,판매","자동차 신품 부품 제조업","303","자동차 신품 부품 제조업"
"105840","우진","KOSPI",True,"원전용계측기","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","27216","산업 처리공정 제어장비 제조업"
"103130","웅진에너지","KOSPI",True,"태양전지원료(잉곳),태양전지용웨이퍼 제조/전기공사/신재생에너지 사업","반도체 제조업","261","반도체 제조업"
"005820","원림","KOSPI",True,"고무,플라스틱제품,산업용포장재,PP.BAG,타포린 제조,도매/부동산 임대/주택 신축,판매/인터넷 정보통신/벤처회사 투자","편조원단 제조업","13300","편조 원단 제조업"
"008600","윌비스","KOSPI",True,"스웨터,니트,셔츠 도매,제조/컴퓨터주변기기 무역,오파,임대","생활용품 도매업","46413","남녀용 겉옷 및 셔츠 도매업"
"033270","유나이티드","KOSPI",True,"홈타민 진생연질60C(비타민제),항암제,항생제,순환기계,해열진통제,소화기계약품 제조","의약품 제조업","21210","완제 의약품 제조업"
"047400","유니온머티리얼","KOSPI",True,"페라이트,세라믹 제조,도매","내화, 비내화 요업제품 제조업","23222","위생용 및 산업용 도자기 제조업"
"088260","이리츠코크렙","KOSPI",True,"부동산투자회사","부동산 임대 및 공급업","68112","비주거용 건물 임대업"
"023800","인지컨트롤스","KOSPI",True,"자동차부품(터머스위치,터머스탯) 제조","자동차 신품 부품 제조업","303","자동차 신품 부품 제조업"
"249420","일동제약","KOSPI",True,"아로나민, 후루마린, 큐란, 라비에트, 사미온 등","의약품 제조업","21210","완제 의약품 제조업"
"194370","제이에스코퍼레이션","KOSPI",True,"핸드백 및 지갑","가죽, 가방 및 유사제품 제조업","15121","핸드백 및 지갑 제조업"
"025620","제이준코스메틱","KOSPI",True,"화장품 제조 판매","기타 화학제품 제조업","204","기타 화학제품 제조업"
"271980","제일약품","KOSPI",True,"의약품","의약품 제조업","21210","완제 의약품 제조업"
"001560","제일연마","KOSPI",True,"연마석,다이아몬드공구 제조,도소매/주택건설","기타 비금속 광물제품 제조업","23992","연마재 제조업"
"002620","제일파마홀딩스","KOSPI",True,"의약품(타리비드,제일파프,노엘,푸라솔) 제조,도매","회사 본부 및 경영 컨설팅 서비스업","715","회사 본부 및 경영 컨설팅 서비스업"
"018470","조일알미늄","KOSPI",True,"알루미늄판 제조,도매","1차 비철금속 제조업","24222","알루미늄 압연, 압출 및 연신제품 제조업"
"002600","조흥","KOSPI",True,"휘핑크림,인스턴트이스트,프루츠칵테일,크림치즈,견과류,건조과일 제조,판매/주택 신축,판매","기타 식품 제조업","10749","기타 식품 첨가물 제조업"
"088790","진도","KOSPI",True,"모피제품 제조,가공","기타 전문 도매업","467","기타 전문 도매업"
"029460","케이씨","KOSPI",True,"가스/Chemical 공급 장치 등 제조 및 판매","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","27216","산업 처리공정 제어장비 제조업"
"007810","코리아써키트","KOSPI",True,"인쇄회로기판,Module 제조/부동산(건물) 임대","전자부품 제조업","2622","인쇄회로기판 및 전자부품 실장기판 제조업"
"192820","코스맥스","KOSPI",True,"화장품","기타 화학제품 제조업","20423","화장품 제조업"
"138490","코오롱플라스틱","KOSPI",True,"엔지니어링플라스틱","합성고무 및 플라스틱 물질 제조업","20202","합성수지 및 기타 플라스틱 물질 제조업"
"021240","코웨이","KOSPI",True,"렌탈 서비스(정수기,비데, 필터교환 등), 가정용기기 도매,판매,제조,폐기물처리설비,수출(정수기,청정기)","그외 기타 개인 서비스업","969","그 외 기타 개인 서비스업"
"020120","키다리스튜디오","KOSPI",True,"만화, 소설 등 콘텐츠 제작 및 유통, 판매, 컴퓨터 프로그래밍, 시스템 통합 및 관리업","자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","631","자료 처리, 호스팅, 포털 및 기타 인터넷 정보 매개 서비스업"
"003240","태광산업","KOSPI",True,"석유화학제품(PTA,AN),화섬사,직물 등","화학섬유 제조업","20501","합성섬유 제조업"
"004100","태양금속공업","KOSPI",True,"자동차용 강력볼트,너트,전기전자제품용 나사,자전거부품,전해동박,도금도장설비 제조","자동차 신품 부품 제조업","303","자동차 신품 부품 제조업"
"005490","포스코","KOSPI",True,"열연코일,냉연강판,후판,선재,스테인리스 제조","1차 철강 제조업","2411","제철, 제강 및 합금철 제조업"
"039130","하나투어","KOSPI",True,"일반여행알선,컴퓨터프로그램 개발,보급,통신판매","여행사 및 기타 여행보조 서비스업","75210","여행사업"
"036460","한국가스공사","KOSPI",True,"액화천연가스 공급,제조,도매,개발","연료용 가스 제조 및 배관공급업","35200","연료용 가스 제조 및 배관공급업"
"000970","한국주철관공업","KOSPI",True,"수도용주철관,강관 제조","1차 철강 제조업","24131","주철관 제조업"
"104700","한국철강","KOSPI",True,"철근. 단조강. 파이프","1차 철강 제조업","2411","제철, 제강 및 합금철 제조업"
"168490","한국패러랠","KOSPI",True,"","신탁업 및 집합투자업","64209","기타 금융 투자업"
"128940","한미약품","KOSPI",True,"의약품","의약품 제조업","21210","완제 의약품 제조업"
"105630","한세실업","KOSPI",True,"의류 완제품","봉제의복 제조업","14199","그 외 기타 봉제의복 제조업"
"004710","한솔테크닉스","KOSPI",True,"백라이트유닛,인버터,폴리바리콘,모니터,통신장비 제조","전자부품 제조업","26299","그 외 기타 전자 부품 제조업"
"300720","한일시멘트","KOSPI",True,"시멘트, 레미콘, 레미탈","시멘트, 석회, 플라스터 및 그 제품 제조업","23311","시멘트 제조업"
"002220","한일철강","KOSPI",True,"강관류,철판류,금속관류,건축자재,자동차부품 제조,도매","1차 철강 제조업","2419","기타 1차 철강 제조업"
"002320","한진","KOSPI",True,"포장화물,택배산업,항만하역,고속버스사업,운수보관","도로 화물 운송업","49309","기타 도로 화물 운송업"
"009460","한창제지","KOSPI",True,"마닐라판지,고급백판지(ALL PULP) 제조,판매,수출입","펄프, 종이 및 판지 제조업","17123","크라프트지 및 상자용 판지 제조업"
"027390","한화갤러리아타임월드","KOSPI",True,"백화점,부동산임대,신용카드업,주차장","종합 소매업","47111","백화점"
"267270","현대건설기계","KOSPI",True,"굴삭기, 지게차, 휠로더 등","일반 목적용 기계 제조업","291","일반 목적용 기계 제조업"
"004560","현대비앤지스틸","KOSPI",True,"스텐레스냉연강판,특수강 제조","1차 철강 제조업","24122","냉간 압연 및 압출 제품 제조업"
"057050","현대홈쇼핑","KOSPI",True,"TV홈쇼핑 도소매/홈쇼핑프로그램 제작","무점포 소매업","47919","기타 통신 판매업"
"111110","호전실업","KOSPI",True,"스포츠웨어 및 아웃도어 웨어 OEM","봉제의복 제조업","14199","그 외 기타 봉제의복 제조업"
"008770","호텔신라","KOSPI",True,"면세판매,관광숙박,외식사업,예식업","기타 상품 전문 소매업","47859","그 외 기타 분류 안된 상품 전문 소매업"
"027410","BGF","KOSPI",True,"지주회사","기타 금융업","64992","지주회사"
"138930","BNK금융지주","KOSPI",True,"금융지주회사","기타 금융업","64992","지주회사"
"000590","CS홀딩스","KOSPI",True,"브랜드 수익, 자회사 배당","기타 금융업","64992","지주회사"
"114090","GKL","KOSPI",True,"카지노","유원지 및 기타 오락관련 서비스업","91249","기타 사행시설 관리 및 운영업"
"006360","GS건설","KOSPI",True,"토목공사,건축공사,주택공사,산업플랜트공사,리모델링공사,시설물유지관리공사/산업설비설계,감리 용역,수출입/에너지관리 진단,연구개발","건물 건설업","4111","주거용 건물 건설업"
"001250","GS글로벌","KOSPI",True,"수출입업(시멘트,철강금속,전기전자,섬유,기계화학),상품중개,광업,채석업/하수처리 서비스/부동산 임대","상품 종합 도매업","468","상품 종합 도매업"
"001060","JW중외제약","KOSPI",True,"수액제,소화기궤양치료제,항생제,항암제 제조,도매","의약품 제조업","21210","완제 의약품 제조업"
"105560","KB금융","KOSPI",True,"-","기타 금융업","64992","지주회사"
"000040","KR모터스","KOSPI",True,"이륜차(오토바이) 제조,도매","그외 기타 운송장비 제조업","31920","모터사이클 제조업"
"034220","LG디스플레이","KOSPI",True,"액정표시장치(TFT-LCD) 제조","전자부품 제조업","26211","액정 표시장치 제조업"
"064960","S&T모티브","KOSPI",True,"자동차부품(서스펜션모듈,전장품,속옵서버,에어백,트로틀바디,너클),방산품(총포) 제조,도매","자동차 신품 부품 제조업","303","자동차 신품 부품 제조업"
"101060","SBS미디어홀딩스","KOSPI",True,"지주회사","기타 금융업","64992","지주회사"
"001380","SG충방","KOSPI",True,"자동차시트커버(Seat Trim Cover), 면사, 면ㆍ혼방사 등의 제조 및 판매","자동차 신품 부품 제조업","303","자동차 신품 부품 제조업"
"034730","SK","KOSPI",True,"지주회사, 시스템통합(SI), 정보통신사업 관련 컨설팅,조사용역,정보통신기술 연구개발/정보통신기기,소프트웨어 개발,도매","기타 금융업","64992","지주회사"
"011790","SKC","KOSPI",True,"폴리에스테르필름,합성수지,LCD용 필름 제조","기타 화학제품 제조업","204","기타 화학제품 제조업"
"012320","경동인베스트","KOSPI",True,"지주회사","기타 금융업","64992","지주회사"
"214390","경보제약","KOSPI",True,"아토르바스타틴, 세프티족심, 세프트리약손","기초 의약물질 및 생물학적 제제 제조업","21101","의약용 화합물 및 항생물질 제조업"
"192530","광주은행","KOSPI",True,"은행업 등","은행 및 저축기관","64121","국내은행"
"014280","금강공업","KOSPI",True,"건설가설재,강관,거푸집 제조,판매","1차 철강 제조업","2413","철강관 제조업"
"004540","깨끗한나라","KOSPI",True,"펄프,판지원지,화장지 제조,수출입","펄프, 종이 및 판지 제조업","1712","종이 및 판지 제조업"
"004270","남성","KOSPI",True,"수출입(카오디오)/통신기기 제조,판매/이동통신,유선방송,정보통신/생활필수품,식품 판매/부동산 임대","기타 전문 도매업","467","기타 전문 도매업"
"251270","넷마블","KOSPI",True,"온라인·모바일 게임 소프트웨어 개발 및 공급","소프트웨어 개발 및 공급업","5821","게임 소프트웨어 개발 및 공급업"
"006370","대구백화점","KOSPI",True,"백화점운영,임대사업(백화점 코너)","종합 소매업","47111","백화점"
"000210","대림산업","KOSPI",True,"산업플랜트공사,건축,토목,폴리에틸렌,폴리부텐,각종폴리머 제조,기술용역","토목 건설업","412","토목 건설업"
"006570","대림통상","KOSPI",True,"수전금구,비데,위생도기,샤워부스,타일,양식기,무역","기타 금속 가공제품 제조업","25993","금속 위생용품 제조업"
"009190","대양금속","KOSPI",True,"스테인레스 냉연강판 제조","1차 철강 제조업","24122","냉간 압연 및 압출 제품 제조업"
"047040","대우건설","KOSPI",True,"아파트건설,토목공사,건축공사,포장공사,전기공사,무역/중장비 대여","건물 건설업","41112","아파트 건설업"
"000300","대유플러스","KOSPI",True,"유,무선 통신장비","통신 및 방송 장비 제조업","26410","유선 통신장비 제조업"
"001070","대한방직","KOSPI",True,"면사,화섬사,면직물 제조,판매,건설","직물직조 및 직물제품 제조업","132","직물 직조 및 직물제품 제조업"
"001440","대한전선","KOSPI",True,"전력선,통신케이블,적산계기,스텐레스압연제품,광케이블,초고압선,알루미늄 제조,도매/전기공사","절연선 및 케이블 제조업","28302","기타 절연선 및 케이블 제조업"
"084010","대한제강","KOSPI",True,"제강,철재,철근,환봉,마환봉,빌레트 제조","1차 철강 제조업","2411","제철, 제강 및 합금철 제조업"
"016090","대현","KOSPI",True,"여성의류 및 악세사리류 제조,도매,유통(백화점)","봉제의복 제조업","14112","여자용 겉옷 제조업"
"007590","동방아그로","KOSPI",True,"농약(잡초발생전 토양처리형 밭잡초약,부메랑,주움,그라목손) 제조,도매","비료, 농약 및 살균, 살충제 제조업","2032","살균ㆍ살충제 및 농약 제조업"
"083370","동북아12호선박투자","KOSPI",True,"운수장비 임대","운송장비 임대업","761","운송장비 임대업"
"102260","동성코퍼레이션","KOSPI",True,"","회사 본부 및 경영 컨설팅 서비스업","715","회사 본부 및 경영 컨설팅 서비스업"
"082640","동양생명","KOSPI",True,"생명보험","보험업","65110","생명보험업"
"018500","동원금속","KOSPI",True,"자동차부품(도어후레임,머플러,임팩트빔),강관 제조,판매","자동차 신품 부품 제조업","303","자동차 신품 부품 제조업"
"042670","두산인프라코어","KOSPI",True,"굴삭기,엔진 제조,도소매","특수 목적용 기계 제조업","29241","건설 및 채광용 기계장비 제조업"
"016740","두올","KOSPI",True,"시트 커버 및 시트 원단","자동차 신품 부품 제조업","303","자동차 신품 부품 제조업"
"024090","디씨엠","KOSPI",True,"PCM(칼라강판),라미네이트강판,산업용필름 제조,판매","1차 철강 제조업","2419","기타 1차 철강 제조업"
"011170","롯데케미칼","KOSPI",True,"폴리프로필렌,고밀도폴리에틸렌,에틸렌글리콜,벤젠,에틸렌옥사이드,합성지,부산물 제조","기초 화학물질 제조업","20111","석유화학계 기초 화학 물질 제조업"
"268280","미원에스씨","KOSPI",True,"에너지경화수지","기초 화학물질 제조업","201","기초 화학물질 제조업"
"107590","미원홀딩스","KOSPI",True,"도료첨가제","기타 금융업","649","기타 금융업"
"035150","백산","KOSPI",True,"P.U.인조피혁,부직포인공피혁 제조,무역","플라스틱제품 제조업","22214","플라스틱 합성피혁 제조업"
"002410","범양건영","KOSPI",True,"토목공사,주택건설,건축공사,난방공사,전기공사,포장공사","건물 건설업","411","건물 건설업"
"002760","보락","KOSPI",True,"식품향료,식품첨가물,화학제품,껌베이스(자일리톨,에리스리톨),담배향료 제조,판매","기타 화학제품 제조업","2049","그 외 기타 화학제품 제조업"
"003850","보령제약","KOSPI",True,"의약품(제산제(겔포스),구심,용각산,고혈압치료제(카프릴),소염진통제(멘소레담),항생제(듀리세프),혈전치료제(아스트릭스)) 제조","의약품 제조업","212","의약품 제조업"
"000890","보해양조","KOSPI",True,"주류(소주,매취,실비우스,위스키) 제조,음료 도매","알코올음료 제조업","11122","소주 제조업"
"005180","빙그레","KOSPI",True,"아이스크림,우유,스낵,유산균(욥닥터캡슐) 제조","낙농제품 및 식용빙과류 제조업","10501","액상 시유 및 기타 낙농제품 제조업"
"003960","사조대림","KOSPI",True,"게맛살,어육연제품,식용류,배합사료 제조","수산물 가공 및 저장 처리업","10211","수산동물 훈제, 조리 및 유사 조제식품 제조업"
"008040","사조동아원","KOSPI",True,"제분, 배합사료 제조","곡물가공품, 전분 및 전분제품 제조업","106","곡물 가공품, 전분 및 전분제품 제조업"
"014710","사조씨푸드","KOSPI",True,"횟감용 참치 및 기타 일반수산물","수산물 가공 및 저장 처리업","102","수산물 가공 및 저장 처리업"
"145990","삼양사","KOSPI",True,"설탕","기타 식품 제조업","10720","설탕 제조업"
"003230","삼양식품","KOSPI",True,"라면,스낵,유제품,장유,식용유,사료,향신료,건강음료(루이보스 티) 제조,도매","기타 식품 제조업","107","기타 식품 제조업"
"023000","삼원강재","KOSPI",True,"열간압연제품(평강,봉강,특수이형강,환강,자동차용 겹판스프링) 제조,판매","자동차 신품 부품 제조업","303","자동차 신품 부품 제조업"
"001880","삼호","KOSPI",True,"도로건설공사,토목공사,건축공사,조경공사/부동산 임대,매매","건물 건설업","411","건물 건설업"
"011230","삼화전자공업","KOSPI",True,"전자부품(페라이트 코어,SMPS,편향요크(DY),고압변성기(FBT)용코어) 제조,판매","영상 및 음향기기 제조업","265","영상 및 음향 기기 제조업"
"021050","서원","KOSPI",True,"비철금속(황동 빌레트,인코트) 제조,재생원료생산","금속 주조업","24322","동 주물 주조업"
"005980","성지건설","KOSPI",True,"토목공사,건축공사,전기공사,포장공사,분양,임대","토목 건설업","41221","도로 건설업"
"004490","세방전지","KOSPI",True,"자동차용 및 산업용 축전지(연축전지) 제조,판매","일차전지 및 축전지 제조업","28202","축전지 제조업"
"004430","송원산업","KOSPI",True,"폴리머첨가제(PVC안정제,산화방지제),폴리우레탄수지,프라스틱첨가제 제조","기타 화학제품 제조업","20499","그 외 기타 분류 안된 화학제품 제조업"
"005800","신영와코루","KOSPI",True,"여성용 내의류(화운데이션,란제리,블래지어),환자,노령자용 파자마,남성용 내의류 제조","봉제의복 제조업","14120","속옷 및 잠옷 제조업"
"004770","써니전자","KOSPI",True,"수정진동자,수정발진기,초음파지연선,MCF,축수나사 제조,도매,수출입","반도체 제조업","2612","다이오드, 트랜지스터 및 유사 반도체 소자 제조업"
"002790","아모레퍼시픽그룹","KOSPI",True,"지주회사","기타 금융업","64992","지주회사"
"122900","아이마켓코리아","KOSPI",True,"B2B 전자상거래","상품 종합 도매업","46800","상품 종합 도매업"
"003560","아이에이치큐","KOSPI",True,"매니지먼트, 음반, 드라마 제작, 유료방송, 프로그램 공급, 광고대행","영화, 비디오물, 방송프로그램 제작 및 배급업","591","영화, 비디오물, 방송 프로그램 제작 및 배급업"
"078520","에이블씨엔씨","KOSPI",True,"화장품 제조,도소매/소프트웨어 자문,개발,공급/전자상거래","기타 화학제품 제조업","20423","화장품 제조업"
"036570","엔씨소프트","KOSPI",True,"인터넷머그게임(리니지),그룹웨어,인터넷커뮤니티 개발,유지,공급","소프트웨어 개발 및 공급업","582","소프트웨어 개발 및 공급업"
"085310","엔케이","KOSPI",True,"고압가스용기,선박용,육상용 소화설비장치,천연가스이동식충전소 제조,도매","구조용 금속제품, 탱크 및 증기발생기 제조업","2512","산업용 난방 보일러, 금속탱크 및 유사 용기 제조업"
"014440","영보화학","KOSPI",True,"가교발포폴리에틸렌(아티론,영보드) 제조,판매","플라스틱제품 제조업","2225","플라스틱 발포 성형제품 제조업"
"111770","영원무역","KOSPI",True,"스포츠의류","상품 종합 도매업","46800","상품 종합 도매업"
"003520","영진약품","KOSPI",True,"의약품(드링크제,항생제,영양수액제),의약부외품 제조,판매","의약품 제조업","21210","완제 의약품 제조업"
"000670","영풍","KOSPI",True,"제1차 금속산업(아연괴,황산,카드뮴괴),건전지 제조,무역","1차 비철금속 제조업","24213","연 및 아연 제련, 정련 및 합금 제조업"
"016880","웅진","KOSPI",True,"교육서비스(웅진아이큐,중.고교학습,어린이마을),도서,잡지 출판/부동산 임대/인터넷관련사업","기타 금융업","64992","지주회사"
"002920","유성기업","KOSPI",True,"철도차량부품(피스턴링,실린더라이너,발브가이드,타펫트),자동차부품,주강,주물 제조,판매","자동차 신품 부품 제조업","303","자동차 신품 부품 제조업"
"000100","유한양행","KOSPI",True,"의약품(삐콤씨,알마겔,세파졸린주사,아코텍스주사,이세파신,신생아호흡곤란치료제 등),생활용품(유한락스,비누,홈키파),식혜 도매","의약품 제조업","212","의약품 제조업"
"005950","이수화학","KOSPI",True,"등유,알킬벤젠,윤활유,노말파라핀 제조,도매","기초 화학물질 제조업","20111","석유화학계 기초 화학 물질 제조업"
"015020","이스타코","KOSPI",True,"부동산 분양/입시학원 운영","부동산 임대 및 공급업","68121","주거용 건물 개발 및 공급업"
"014990","인디에프","KOSPI",True,"여성의류,남성의류,캐쥬얼웨어 제조","봉제의복 제조업","14112","여자용 겉옷 제조업"
"008500","일정실업","KOSPI",True,"자동차시트원단,의류,완구직물 제조,염색가공","편조원단 제조업","133","편조 원단 제조업"
"120030","조선선재","KOSPI",True,"용접재료","기타 금속 가공제품 제조업","2599","그 외 기타 금속 가공제품 제조업"
"185750","종근당","KOSPI",True,"딜라트렌,리피로우","의약품 제조업","21210","완제 의약품 제조업"
"071320","지역난방공사","KOSPI",True,"집단에너지공급 및 전기,증기 생산,판매","증기, 냉·온수 및 공기조절 공급업","35300","증기, 냉ㆍ온수 및 공기 조절 공급업"
"272450","진에어","KOSPI",True,"여객, 화물 등 항공운송","항공 여객 운송업","511","항공 여객 운송업"
"011000","진원생명과학","KOSPI",True,"의류용심지(인터론),가공직물(패브론) 제조,도소매","의약품 제조업","212","의약품 제조업"
"030200","케이티","KOSPI",True,"유무선통신사업,공중전기통신사업,인터넷,전자상거래,네트워크(전용회선,데이터통신,초고속사업 등)","전기 통신업","612","전기 통신업"
